run_id,floor,floor_type,encounter,turns,damage_taken,hp_healed,current_hp,max_hp,gold,monster_count,cards_offered_count,card_picked,card_picked_name,potions_used_count,potions_gained_count
1781853392,1,ancient,EVENT.NEOW,0,0,60,60,75,99,0,0,,,0,0
1781853392,2,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK,3,0,0,60,75,108,1,3,CARD.ASTRAL_PULSE,Astral Pulse,0,1
1781853392,3,unknown,EVENT.SELF_HELP_BOOK,0,0,0,60,75,108,0,0,,,0,0
1781853392,4,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK,3,0,0,60,75,116,1,3,CARD.GUIDING_STAR,Guiding Star,0,0
1781853392,5,monster,ENCOUNTER.NIBBITS_WEAK,3,4,0,56,75,123,1,3,CARD.GATHER_LIGHT,Gather Light,0,1
1781853392,6,unknown,EVENT.THIS_OR_THAT,0,0,0,56,75,123,0,0,,,0,0
1781853392,7,unknown,EVENT.SUNKEN_STATUE,0,7,0,49,75,231,0,0,,,0,0
1781853392,8,elite,ENCOUNTER.BYRDONIS_ELITE,4,15,0,34,75,260,1,3,CARD.KNOW_THY_PLACE,Know Thy Place,1,0
1781853392,9,rest_site,,0,0,0,34,75,260,0,0,,,0,0
1781853392,10,treasure,,0,0,0,34,75,295,0,0,,,0,0
1781853392,11,monster,ENCOUNTER.FLYCONID_NORMAL,3,5,0,29,75,310,2,3,CARD.DYING_STAR,Dying Star,0,0
1781853392,12,monster,ENCOUNTER.CUBEX_CONSTRUCT_NORMAL,4,3,0,26,75,323,1,3,CARD.PHOTON_CUT,Photon Cut,0,1
1781853392,13,rest_site,,0,0,0,26,75,323,0,0,,,0,0
1781853392,14,unknown,ENCOUNTER.SNAPPING_JAXFRUIT_NORMAL,3,5,0,21,75,330,2,3,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,0,0
1781853392,15,shop,,0,0,0,21,75,21,0,6,,,0,1
1781853392,16,rest_site,,0,0,22,43,75,21,0,0,,,0,0
1781853392,17,boss,ENCOUNTER.CEREMONIAL_BEAST_BOSS,9,32,0,11,75,96,1,3,CARD.SWORD_SAGE,Sword Sage,2,0
1781853392,18,ancient,EVENT.TEZCATARA,0,0,51,62,75,96,0,0,,,0,0
1781853392,19,monster,ENCOUNTER.EXOSKELETONS_WEAK,5,10,0,52,75,110,3,3,CARD.PARRY,Parry,0,1
1781853392,20,monster,ENCOUNTER.BOWLBUGS_WEAK,3,7,0,45,75,123,2,3,CARD.BEGONE,Begone,1,1
1781853392,21,unknown,EVENT.RANWID_THE_ELDER,0,0,0,45,75,123,0,0,,,0,0
1781853392,22,monster,ENCOUNTER.HUNTER_KILLER_NORMAL,5,5,0,40,75,134,1,3,CARD.KNOW_THY_PLACE,Know Thy Place,0,1
1781853392,23,monster,ENCOUNTER.SLUMBERING_BEETLE_NORMAL,8,23,0,17,75,143,3,3,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,0,0
1781853392,24,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL,5,15,0,2,75,157,1,3,CARD.CLOAK_OF_STARS,Cloak Of Stars,0,1
1781853392,25,rest_site,,0,0,22,24,75,157,0,0,,,0,0
1781853392,26,treasure,,0,0,0,24,75,188,0,0,,,0,0
1781853392,27,rest_site,,0,0,22,46,75,188,0,0,,,0,0
1781853392,28,elite,ENCOUNTER.ENTOMANCER_ELITE,6,21,0,25,75,220,1,3,CARD.COMET,Comet,2,1
1781853392,29,shop,,0,0,0,25,75,20,0,5,,,0,0
1781853392,30,monster,ENCOUNTER.MYTES_NORMAL,4,1,0,24,75,35,2,3,CARD.GLITTERSTREAM,Glitterstream,1,0
1781853392,31,elite,ENCOUNTER.DECIMILLIPEDE_ELITE,3,1,0,23,75,63,3,3,CARD.CLOAK_OF_STARS,Cloak Of Stars,0,1
1781853392,32,rest_site,,0,0,22,45,75,63,0,0,,,0,0
1781853392,33,boss,ENCOUNTER.KAISER_CRAB_BOSS,6,26,0,19,75,138,2,3,CARD.DECISIONS_DECISIONS,Decisions Decisions,1,0
1781853392,34,ancient,EVENT.NONUPEIPE,0,0,44,63,75,138,0,0,,,0,0
1781853392,35,monster,ENCOUNTER.TURRET_OPERATOR_WEAK,3,2,0,61,75,148,2,3,CARD.BULWARK,Bulwark,0,0
1781853392,36,monster,ENCOUNTER.DEVOTED_SCULPTOR_WEAK,5,0,0,61,75,157,1,3,CARD.MANIFEST_AUTHORITY,Manifest Authority,0,0
1781853392,37,monster,ENCOUNTER.OWL_MAGISTRATE_NORMAL,10,38,0,23,75,166,1,3,CARD.SOLAR_STRIKE,Solar Strike,0,0
1781853392,38,monster,ENCOUNTER.GLOBE_HEAD_NORMAL,5,9,0,14,75,181,1,3,CARD.SHINING_STRIKE,Shining Strike,0,0
1781853392,39,unknown,ENCOUNTER.AXEBOTS_NORMAL,8,7,0,7,75,191,1,3,CARD.SPOILS_OF_BATTLE,Spoils Of Battle,0,1
1781853392,40,shop,,0,0,0,7,75,41,0,7,,,0,1
1781853392,41,treasure,,0,0,0,7,75,75,0,0,,,0,0
1781853392,42,rest_site,,0,0,22,29,75,75,0,0,,,0,0
1781853392,43,elite,ENCOUNTER.KNIGHTS_ELITE,4,4,0,25,75,102,3,3,CARD.HIDDEN_CACHE,Hidden Cache,1,1
1781853392,44,unknown,EVENT.POTION_COURIER,0,0,0,25,75,102,0,0,,,0,1
1781853392,45,unknown,ENCOUNTER.SLIMED_BERSERKER_NORMAL,5,8,0,17,75,110,1,3,,,0,0
1781853392,46,unknown,,0,0,0,17,75,143,0,0,,,0,0
1781853392,47,rest_site,,0,0,22,39,75,143,0,0,,,0,0
1781853392,48,boss,ENCOUNTER.QUEEN_BOSS,8,39,0,0,75,143,2,0,,,3,0
1781829488,1,ancient,EVENT.NEOW,0,0,60,60,75,99,0,1,,,0,0
1781829488,2,monster,ENCOUNTER.SHRINKER_BEETLE_WEAK,2,0,0,60,75,107,1,3,CARD.BULWARK,Bulwark,0,1
1781829488,3,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK,3,0,0,60,75,120,1,3,CARD.WROUGHT_IN_WAR,Wrought In War,0,1
1781829488,4,unknown,EVENT.BYRDONIS_NEST,0,0,7,67,82,120,0,0,,,0,0
1781829488,5,monster,ENCOUNTER.NIBBITS_WEAK,3,4,0,63,82,130,1,3,CARD.FURNACE,Furnace,0,1
1781829488,6,monster,ENCOUNTER.OVERGROWTH_CRAWLERS,7,7,0,56,82,144,2,3,CARD.FURNACE,Furnace,1,0
1781829488,7,monster,ENCOUNTER.SLITHERING_STRANGLER_NORMAL,5,18,0,38,82,154,2,3,CARD.WROUGHT_IN_WAR,Wrought In War,0,0
1781829488,8,rest_site,,0,0,0,38,82,154,0,0,,,0,0
1781829488,9,monster,ENCOUNTER.INKLETS_NORMAL,5,9,0,29,82,163,3,3,,,0,1
1781829488,10,treasure,,0,0,0,29,82,200,0,0,,,0,0
1781829488,11,rest_site,,0,0,0,29,82,200,0,0,,,0,0
1781829488,12,monster,ENCOUNTER.NIBBITS_NORMAL,5,5,0,24,82,212,2,3,CARD.FOREGONE_CONCLUSION,Foregone Conclusion,0,0
1781829488,13,rest_site,,0,0,24,48,82,212,0,0,,,0,0
1781829488,14,elite,ENCOUNTER.PHROG_PARASITE_ELITE,8,39,0,9,82,239,2,3,CARD.SEEKING_EDGE,Seeking Edge,1,0
1781829488,15,unknown,EVENT.LUMINOUS_CHOIR,0,0,5,14,82,90,0,0,,,0,0
1781829488,16,rest_site,,0,0,24,38,82,90,0,0,,,0,0
1781829488,17,boss,ENCOUNTER.VANTOM_BOSS,10,36,0,2,82,165,1,3,CARD.ROYALTIES,Royalties,1,0
1781829488,18,ancient,EVENT.PAEL,0,0,64,66,82,165,0,0,,,0,0
1781829488,19,monster,ENCOUNTER.TUNNELER_WEAK,5,1,0,65,82,208,1,3,CARD.CLOAK_OF_STARS,Cloak Of Stars,0,1
1781829488,20,monster,ENCOUNTER.BOWLBUGS_WEAK,4,6,20,79,82,253,2,3,CARD.ALIGNMENT,Alignment,0,1
1781829488,21,monster,ENCOUNTER.CHOMPERS_NORMAL,6,19,0,60,82,292,2,3,CARD.GLITTERSTREAM,Glitterstream,0,0
1781829488,22,shop,,0,0,0,60,82,25,0,7,,,0,0
1781829488,23,unknown,EVENT.LOST_WISP,0,0,5,65,82,79,0,0,,,0,0
1781829488,24,elite,ENCOUNTER.ENTOMANCER_ELITE,8,46,0,19,82,142,1,3,CARD.SOLAR_STRIKE,Solar Strike,1,0
1781829488,25,rest_site,,0,0,24,43,82,142,0,0,,,0,0
1781829488,26,treasure,,0,0,0,43,82,181,0,0,,,0,0
1781829488,27,monster,ENCOUNTER.LOUSE_PROGENITOR_NORMAL,6,7,0,36,82,226,1,3,CARD.REFINE_BLADE,Refine Blade,0,0
1781829488,28,rest_site,,0,0,0,36,82,226,0,0,,,0,0
1781829488,29,unknown,ENCOUNTER.SLUMBERING_BEETLE_NORMAL,7,41,5,0,82,226,3,0,,,0,0
1781789392,1,ancient,EVENT.NEOW,0,0,60,60,75,99,0,2,,,0,0
1781789392,2,monster,ENCOUNTER.CORPSE_SLUGS_WEAK,4,6,0,54,75,107,3,3,CARD.MONOLOGUE,Monologue,0,0
1781789392,3,unknown,EVENT.TRASH_HEAP,0,8,0,46,75,107,0,0,,,0,0
1781789392,4,monster,ENCOUNTER.SEAPUNK_WEAK,4,6,0,40,75,131,2,3,CARD.STARDUST,Stardust,0,0
1781789392,5,monster,ENCOUNTER.TOADPOLES_WEAK,3,11,0,29,75,153,3,3,CARD.MONARCHS_GAZE,Monarchs Gaze,0,0
1781789392,6,monster,ENCOUNTER.SEAPUNK_NORMAL,5,14,0,15,75,172,3,3,CARD.GLOW,Glow,0,1
1781789392,7,rest_site,,0,0,22,37,75,184,0,0,,,0,0
1781789392,8,shop,,0,0,0,37,75,23,0,5,,,0,0
1781789392,9,treasure,,0,0,0,37,75,59,0,0,,,0,0
1781789392,10,elite,ENCOUNTER.SKULKING_COLONY_ELITE,7,9,0,28,75,87,2,3,CARD.TERRAFORMING,Terraforming,1,1
1781789392,11,rest_site,,0,0,0,28,75,87,0,0,,,0,0
1781789392,12,monster,ENCOUNTER.PUNCH_CONSTRUCT_NORMAL,3,0,0,28,75,100,2,3,CARD.BUNDLE_OF_JOY,Bundle Of Joy,0,1
1781789392,13,elite,ENCOUNTER.PHANTASMAL_GARDENERS_ELITE,9,28,1,1,75,128,5,3,CARD.CRESCENT_SPEAR,Crescent Spear,1,0
1781789392,14,unknown,EVENT.ABYSSAL_BATHS,0,0,10,11,75,128,0,0,,,0,0
1781789392,15,rest_site,,0,0,22,33,75,128,0,0,,,0,0
1781789392,16,boss,ENCOUNTER.WATERFALL_GIANT_BOSS,10,33,1,1,75,203,2,3,CARD.MAKE_IT_SO,Make It So,1,1
1781789392,17,ancient,EVENT.DARV,0,0,59,60,75,203,0,0,,,0,0
1781789392,18,monster,ENCOUNTER.EXOSKELETONS_WEAK,6,22,0,38,75,218,4,3,CARD.GATHER_LIGHT,Gather Light,1,1
1781789392,19,shop,,0,0,0,38,75,14,0,4,,,0,0
1781789392,20,unknown,EVENT.THIS_OR_THAT,0,0,0,38,75,14,0,0,,,0,0
1781789392,21,unknown,EVENT.POTION_COURIER,0,0,0,38,75,14,0,0,,,0,1
1781789392,22,monster,ENCOUNTER.THIEVING_HOPPER_WEAK,5,22,12,28,75,27,2,3,CARD.BLACK_HOLE,Black Hole,1,0
1781789392,23,rest_site,,0,0,0,28,75,27,0,0,,,0,0
1781789392,24,treasure,,0,0,0,28,75,66,0,0,,,0,0
1781789392,25,rest_site,,0,0,0,28,75,66,0,0,,,0,0
1781789392,26,unknown,EVENT.LOST_WISP,0,0,0,28,75,126,0,0,,,0,0
1781789392,27,rest_site,,0,0,22,50,75,126,0,0,,,0,0
1781789392,28,unknown,ENCOUNTER.SPINY_TOAD_NORMAL,4,11,0,39,75,141,2,3,CARD.COLLISION_COURSE,Collision Course,0,0
1781789392,29,elite,ENCOUNTER.ENTOMANCER_ELITE,10,39,0,0,75,141,2,0,,,0,0
1781788845,1,ancient,EVENT.NEOW,0,0,60,60,75,99,0,2,,,0,0
1781788845,2,monster,ENCOUNTER.FUZZY_WURM_CRAWLER_WEAK,3,0,0,60,75,114,1,3,CARD.KINGLY_PUNCH,Kingly Punch,0,0
1781788845,3,monster,ENCOUNTER.NIBBITS_WEAK,3,7,0,53,75,124,1,3,CARD.QUASAR,Quasar,0,1
1781788845,4,unknown,ENCOUNTER.SHRINKER_BEETLE_WEAK,3,0,0,53,75,136,1,3,CARD.GLOW,Glow,0,0
1781788845,5,shop,,0,0,0,53,75,34,0,5,,,0,0
1781788845,6,monster,ENCOUNTER.MAWLER_NORMAL,5,16,0,37,75,41,1,3,CARD.HIDDEN_CACHE,Hidden Cache,0,0
1781788845,7,rest_site,,0,0,0,37,75,41,0,0,,,0,0
1781788845,8,elite,ENCOUNTER.PHROG_PARASITE_ELITE,7,2,0,35,75,74,2,3,CARD.ASTRAL_PULSE,Astral Pulse,0,1
1781788845,9,rest_site,,0,0,0,35,75,74,0,0,,,0,0
1781788845,10,treasure,,0,0,0,35,75,106,0,0,,,0,0
1781788845,11,unknown,EVENT.DENSE_VEGETATION,0,0,22,57,75,119,0,3,CARD.CRASH_LANDING,Crash Landing,1,1
1781788845,12,monster,ENCOUNTER.CUBEX_CONSTRUCT_NORMAL,4,0,0,57,75,130,1,3,CARD.SPECTRUM_SHIFT,Spectrum Shift,0,0
1781788845,13,rest_site,,0,0,0,57,75,130,0,0,,,0,0
1781788845,14,monster,ENCOUNTER.FOGMOG_NORMAL,4,8,0,49,75,140,2,3,CARD.CLOAK_OF_STARS,Cloak Of Stars,0,1
1781788845,15,elite,ENCOUNTER.BYRDONIS_ELITE,4,5,0,44,75,166,1,3,CARD.I_AM_INVINCIBLE,I Am Invincible,1,1
1781788845,16,rest_site,,0,0,0,44,75,166,0,0,,,0,0
1781788845,17,boss,ENCOUNTER.THE_KIN_BOSS,10,9,25,60,75,241,3,3,CARD.TYRANNY,Tyranny,1,1
1781788845,18,ancient,EVENT.PAEL,0,0,12,72,75,241,0,0,,,0,0
1781788845,19,monster,ENCOUNTER.TUNNELER_WEAK,6,11,0,61,75,254,1,3,CARD.SUPERMASSIVE,Supermassive,0,0
1781788845,20,unknown,EVENT.LOST_WISP,0,0,0,61,75,315,0,0,,,0,0
1781788845,21,shop,,0,0,0,61,75,7,0,5,,,0,0
1781788845,22,unknown,EVENT.COLORFUL_PHILOSOPHERS,0,0,0,61,75,7,0,9,CARD.BURST,Burst,0,0
1781788845,23,unknown,EVENT.COLOSSAL_FLOWER,0,18,0,43,75,7,0,0,,,0,0
1781788845,24,rest_site,,0,0,0,43,75,7,0,0,,,0,0
1781788845,25,unknown,,0,0,0,43,75,7,0,7,,,0,0
1781788845,26,treasure,,0,0,0,43,75,41,0,0,,,0,0
1781788845,27,rest_site,,0,0,0,43,75,41,0,0,,,0,0
1781788845,28,unknown,EVENT.AMALGAMATOR,0,0,0,43,75,41,0,0,,,0,0
1781788845,29,elite,ENCOUNTER.DECIMILLIPEDE_ELITE,3,22,0,21,75,72,3,3,CARD.QUASAR,Quasar,2,1
1781788845,30,monster,ENCOUNTER.EXOSKELETONS_WEAK,4,5,0,16,75,79,3,3,CARD.COSMIC_INDIFFERENCE,Cosmic Indifference,0,0
1781788845,31,elite,ENCOUNTER.ENTOMANCER_ELITE,7,10,0,6,75,105,1,3,,,1,1
1781788845,32,rest_site,,0,0,22,28,75,105,0,0,,,0,0
1781788845,33,boss,ENCOUNTER.THE_INSATIABLE_BOSS,8,27,25,26,75,180,1,3,CARD.I_AM_INVINCIBLE,I Am Invincible,0,1
1781788845,34,ancient,EVENT.VAKUU,0,0,39,65,75,180,0,0,,,0,0
1781788845,35,monster,ENCOUNTER.TURRET_OPERATOR_WEAK,3,16,0,49,75,188,2,3,,,0,0
